region,zone,woreda,hf_name,hf_type,y,x,x1,n,e,z,owner,status
Amahara,North Gondar,Gondar Zuria,Maksegnit HC,Health Center,12.391000,37.561500,1918.000000,343620.496086,1370211.56465,0.000000,,
Amahara,West Gojjam,Jabi Tehnan,Mankussa HC,Health Center,10.705000,37.175033,2016.000000,300406.382945,1183952.05752,0.000000,,
Amahara,North Gondar,Gondar town,Marake HC,Health Center,12.586250,37.452433,2085.000000,331887.486100,1391876.21114,0.000000,,
Amahara,South Wollo,Mekidela,Masha HC,Health Center,11.225750,39.057117,2793.000000,506234.848995,1240941.50766,0.000000,,
Amahara,North Shoa,Menz Gora,Mehal meda hospital,Hospital,10.308350,39.658200,3089.000000,572068.210840,1139579.14869,0.000000,,
Amahara,South Wollo,Debresina,Mekaneselam health centre,Health Center,10.740967,38.756767,2644.000000,473405.251004,1187348.75903,0.000000,,
Amahara,North Wollo,Lasta,Mekela patriots memorial hospital lalibe,Hospital,12.036883,39.051933,2502.000000,505652.646353,1330632.66217,0.000000,,
Amahara,North Shoa,Antsokia Gimza,Mekoy health centre,Health Center,10.692500,39.790000,1521.000000,586393.416876,1182089.86660,0.000000,,
Amahara,North Shoa,Midda Woromo,Meragna health centre,Health Center,10.203550,39.096000,2579.000000,510514.559554,1127919.39484,0.000000,,
Amahara,West Gojjam,Mecha,Merawi HC,Health Center,11.419333,37.153417,1998.000000,298530.278720,1262988.91142,0.000000,,
Amahara,North Wollo,Habru,Mersa HC,Health Center,11.669900,39.656267,1598.000000,571527.784613,1290135.11202,0.000000,,
Amahara,East Gojjam,Enebse Sarmidir,Mertulemariam HC,Health Center,10.869683,38.269400,2630.000000,420149.571874,1201666.32814,0.000000,,
Amahara,North Shoa,Berehet,Meteh billa HC,Health Center,9.211167,39.704817,1623.000000,577425.626270,1018274.54313,0.000000,,
Amahara,North Gondar,Metema,Metema helath center,Health Center,12.951867,36.156300,730.000000,191451.244011,1433530.05266,0.000000,,
Amahara,North Gondar,Metema,Metema hospital,Hospital,12.769367,36.408167,777.000000,218593.602546,1413038.58732,0.000000,,
Amahara,North Shoa,Tarmaber,Mezezo HC,Health Center,9.924200,39.724100,2835.000000,579378.431380,1097118.24529,0.000000,,
Amahara,North Shoa,Minjar Shenkora,Minjar health centre,Health Center,8.923033,39.419733,1806.000000,546144.669892,986369.191719,0.000000,,
Amahara,North Shoa,Menz Mama Midir,Mollalie health centre,Health Center,10.118800,39.657433,3034.000000,572026.907934,1118620.08766,0.000000,,
Amahara,East Gojjam,Hulet Ejju Enesie,Motta HC,Health Center,11.074633,37.875800,2428.000000,377211.724728,1224463.10953,0.000000,,
Amahara,South Gondar,Lay Gayint,Nefas mewcha HC,Health Center,11.746500,38.459833,3083.000000,441142.770356,1298578.83780,0.000000,,
Amahara,North Gondar,Chilga,Negade bahir HC,Health Center,12.593667,36.773800,985.000000,258145.689754,1393226.37772,0.000000,,
Amahara,Waghimra,Abergelie,Neurak HC,Health Center,13.040700,38.986667,1332.000000,498554.351137,1441636.62689,0.000000,,
Amahara,West Gojjam,Quarite,Quarit HC,Health Center,10.990283,37.424817,2142.000000,327895.046155,1215356.15744,0.000000,,
Amahara,North Shoa,Gishe,Rabel HC,Health Center,10.539650,39.591183,3047.000000,564682.356699,1165140.11834,0.000000,,
Amahara,North Wollo,Kobo,Robit HC,Health Center,12.005617,39.625267,1647.000000,568065.793300,1327251.97215,0.000000,,
Amahara,West Gojjam,Bihar Dar zuria,Robit HC/emerging/,Health Center,11.687833,37.452850,1850.000000,331368.411037,1292496.54746,0.000000,,
Amahara,East Gojjam,Sinan,Robu gebeya HC,Health Center,10.540617,37.756500,2971.000000,363939.244459,1165456.08623,0.000000,,
Amahara,Waghimra,Sekota,Sakota HC,Health Center,12.621333,39.043500,2260.000000,504724.248901,1395261.39727,0.000000,,
Amahara,North Gondar,Tach Armachiho,Sanja HC,Health Center,12.989583,37.289550,1018.000000,314483.799975,1436606.34150,0.000000,,
Amahara,South Wollo,Sayint,Sayint HC,Health Center,11.035850,38.756383,2866.000000,473389.525625,1219954.21870,0.000000,,
Amahara,East Gojjam,Hulet Ejju Enesie,Sedie HC,Health Center,10.919783,37.887900,2549.000000,378470.061075,1207333.30912,0.000000,,
Amahara,South Wollo,Albuko,Segnogebaye health centre,Health Center,10.874217,39.640783,2469.000000,570032.509853,1202145.45031,0.000000,,
Amahara,North Gondar,Dembia,Sekelt HC,Health Center,12.543000,37.306500,2027.000000,315999.915903,1387189.36552,0.000000,,
Amahara,North Shoa,Moja And wordera,Seladingay health centre,Health Center,9.954550,39.624367,2866.000000,568438.551933,1100451.84938,0.000000,,
Amahara,Oromia,Jilie Timuga,Senbetie health centre,Health Center,10.303983,39.988433,1444.000000,608230.714229,1139189.26847,0.000000,,
Amahara,South Wollo,Dessie Town,Sengo gebeya HC,Health Center,11.113500,39.623933,2453.000000,568135.920220,1228600.73989,0.000000,,
Amahara,East Gojjam,Hulet Ejju Enesie,Shegaw motta geter hospital,Hospital,11.069917,37.889000,2405.000000,378651.692533,1223936.08829,0.000000,,
Amahara,West Gojjam,Wenberima,Shindy HC,Health Center,10.642600,36.936467,2123.000000,274258.698829,1177212.99781,0.000000,,
Amahara,North Shoa,Shewarobit city administration,Shoa robit HC,Health Center,9.988350,39.911167,1298.000000,599867.311846,1104262.16828,0.000000,,
Amahara,South Gondar,Simada,Simada HC,Health Center,11.392017,38.236583,2546.000000,416711.282626,1259435.06789,0.000000,,
Amahara,North Gondar,Gondar town,Teda HC,Health Center,12.495000,37.469467,1943.000000,333679.663179,1381771.44837,0.000000,,
Amahara,Waghimra,Sekota,Tefera hailu memorial hospital,Hospital,12.619367,39.035833,2271.000000,503891.652266,1395043.79128,0.000000,,
Amahara,North Gondar,Lay Armachiho,Tekle dengay HC,Health Center,12.761167,37.406783,2028.000000,327045.447635,1411255.54518,0.000000,,
Amahara,Awi,Fagita Lekoma,Tilieli HC,Health Center,10.857167,37.018933,2440.000000,283436.777689,1200891.78477,0.000000,,
Amahara,South Wollo,Kelela,Tirtira HC,Health Center,10.607800,39.090500,2582.000000,509899.411075,1172615.68734,0.000000,,
Amahara,Bahirdar Liyu,Bahirdar administration,Tis abay HC,Health Center,11.485450,37.575600,1642.000000,344638.406624,1270041.32813,0.000000,,
Amahara,South Wollo,Albuko,Tosa felana health centre,Health Center,10.957683,39.659167,2313.000000,572021.634979,1211379.21893,0.000000,,
Amahara,Waghimra,Ziquala,Tsitska HC,Health Center,12.776067,38.790150,1484.000000,477223.303847,1412381.21412,0.000000,,
Amahara,West Gojjam,Dembecha,Wade HC,Health Center,10.523750,37.342567,2005.000000,318627.407190,1163800.29533,0.000000,,
Amahara,West Gojjam,Wonenberma,Wegedade HC,Health Center,10.523750,36.888367,2068.000000,268905.516764,1164099.10603,0.000000,,
Amahara,North Wollo,Delanta,Wogel tena HC,Health Center,11.589683,39.206600,2931.000000,522523.774713,1281190.43750,0.000000,,
Amahara,North Shoa,Menz lalo,Wogerie health centre,Health Center,10.156350,39.552433,2889.000000,560515.930605,1122750.62464,0.000000,,
Amahara,South Wollo,Legehida,Woinamba HC,Health Center,10.703983,39.281167,2743.000000,530746.082459,1183263.05946,0.000000,,
Amahara,North Wollo,Woldiya Town,Woldiya HC,Health Center,11.824183,39.591850,1896.000000,564470.761959,1307180.52753,0.000000,,
Amahara,North Wollo,Woldiya Town,Woldiya zonal hospital,Hospital,11.826200,39.592800,1938.000000,564573.776886,1307403.75406,0.000000,,
Amahara,Waghimra,Sekota Town,Woleh HC,Health Center,12.525600,39.052667,2079.000000,505721.898895,1384675.12866,0.000000,,
Amahara,South Gondar,Woreta,Woreta HC,Health Center,11.923583,37.702667,1805.000000,358722.702517,1318434.15319,0.000000,,
Amahara,South Wollo,Woreilu,Worielu HC,Health Center,10.576267,39.436033,2704.000000,547701.127513,1169160.99969,0.000000,,
Amahara,South Wollo,Ambasel,Wuchale HC,Health Center,11.506967,39.606017,1894.000000,566089.025272,1272105.64641,0.000000,,
Amahara,East Gojjam,Shebel Berenta,Yedwuha HC,Health Center,10.440800,38.341900,2380.000000,427973.033225,1154224.50900,0.000000,,
Amahara,East Gojjam,Baso Liben,Yejubie HC,Health Center,10.155067,37.742667,2628.000000,362257.309877,1122823.79132,0.000000,,
Amahara,North Shoa,Menz Keya,Zemero health centre,Health Center,10.219017,39.464167,2818.000000,550836.671799,1129664.43858,0.000000,,
Amahara,North Gondar,East Belesa,Zuy hamusit HC,Health Center,12.523717,38.171183,1838.000000,409950.826044,1384607.53410,0.000000,,
Benishangul Gumuz,Asossa,Asossa,Asossa HC,Health Center,10.057733,34.535267,1573.000000,10303.2127249,1115132.82000,0.000000,,
Benishangul Gumuz,Asossa,Asossa,Assosa hoapital,Hospital,10.077167,34.539600,1554.000000,10808.7912108,1117281.12395,0.000000,,
Benishangul Gumuz,Asossa,Bambacy,Bambacy HC,Health Center,9.754617,34.722900,1496.000000,30487.6837534,1081255.51466,0.000000,,
Benishangul Gumuz,Asossa,Oda Bilidigilu,Bildigilu  HC,Health Center,10.208983,35.098667,1078.000000,72395.5696413,1131101.79899,0.000000,,
Benishangul Gumuz,Metekel,Bullen,Bullen HC,Health Center,10.601833,36.076233,1698.000000,180045.142054,1173457.45069,0.000000,,
Benishangul Gumuz,Metekel,Dibate,Debatie HC,Health Center,10.773317,36.276000,1493.000000,202089.609574,1192239.62515,0.000000,,
Benishangul Gumuz,Pawe Special Zone,Pawi Special Woreda,Felege selam HC,Health Center,11.254100,36.373333,1034.000000,213207.970278,1245359.24738,0.000000,,
Benishangul Gumuz,Metekel,Mandura,Gilgel beles HC,Health Center,11.153533,36.341167,1042.000000,209593.091038,1234259.90028,0.000000,,
Benishangul Gumuz,Asossa,Homosha,Homosha HC,Health Center,10.323000,34.636217,1394.000000,21793.0907909,1144392.87241,0.000000,,
Benishangul Gumuz,kamshi,Kamashi,Kamashi HC,Health Center,9.493233,35.868350,1308.000000,156103.748772,1050934.64396,0.000000,,
Benishangul Gumuz,Metekel,Dangur,Manbuck HC,Health Center,11.316167,36.237917,1215.000000,198476.997051,1252365.42942,0.000000,,
Benishangul Gumuz,Asossa,Menge,Menge HC,Health Center,10.351950,34.757667,1163.000000,35168.2337799,1147422.25887,0.000000,,
Benishangul Gumuz,Pawe Special Zone,Pawi Special Woreda,Pawe hospital,Hospital,11.323183,36.403200,1090.000000,216538.928482,1252976.22000,0.000000,,
Benishangul Gumuz,kamshi,Belo Jiganifo,Soge HC,Health Center,9.355500,36.186633,1366.000000,190961.031774,1035389.77986,0.000000,,
Benishangul Gumuz,Maokoma Special Zone,Maokoma Special woreda,Tongo HC,Health Center,9.371317,34.436000,1817.000000,-1631.39370222,1039162.74027,0.000000,,
Benishangul Gumuz,Metekel,Wonbera,Wonbera HC,Health Center,10.619467,35.666667,2513.000000,135201.628017,1175861.40174,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Bilal hospital,Hospital,9.587933,41.859533,1216.000000,813902.724050,1061159.01645,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Biyo awale HC,Health Center,9.520733,42.008200,1771.000000,830301.285031,1053859.02269,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Dil chora hospital,Hospital,9.585683,41.855633,1240.000000,813476.336496,1060906.39824,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Dire dawa HC,Health Center,9.602000,41.859000,1195.000000,813831.170119,1062715.59486,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Ferensay hospital,Hospital,9.587533,41.853433,1220.000000,813232.942199,1061109.17035,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Legehare HC,Health Center,9.592483,41.871967,1195.000000,815264.457993,1061674.05899,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Melkajebdu HC,Health Center,9.620067,41.773517,1124.000000,804424.447517,1064638.23493,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Sabian HC,Health Center,9.606733,41.835583,1146.000000,811254.398290,1063218.18509,0.000000,,
Dire Dawa,Dire Dawa,Dire Dawa,Wahil HC,Health Center,9.491367,41.739167,1656.000000,800764.540290,1050363.24210,0.000000,,
Gambella,Agnuwak,Abobo,Abobo HC (catholic project),Health Center,7.891083,34.525967,460.000000,6348.95537569,874907.132864,0.000000,,
Gambella,Bonga,Bonga,Bonga HC,Health Center,8.188833,34.853000,488.000000,42831.0272442,907533.418592,0.000000,,
Gambella,Agnuwak,Dima,Dima HC,Health Center,6.501717,35.185067,638.000000,77899.5214169,720258.911747,0.000000,,
Gambella,Gambella,Gambela,Gambela HC,Health Center,8.255000,34.589767,451.000000,13839.0647589,915179.121021,0.000000,,
Gambella,Gambela,Gambela,Gambela regional hospital,Hospital,8.238950,34.575467,443.000000,12239.9315724,913417.146791,0.000000,,
Gambella,Agnuwak,Itan'g Speical,Itang HC,Health Center,8.190650,34.281000,427.000000,-20354.0226781,908432.693888,0.000000,,
Gambella,Newer,Lare,Kuergeng HC,Health Center,8.326650,33.942850,413.000000,-57539.8572021,923980.025216,0.000000,,
Gambella,Mezenger,Gondere,Meti HC,Health Center,7.223700,35.319383,1333.000000,93396.0672902,800122.145959,0.000000,,
Gambella,Agnuwak,Gog,Pinuyudo HC,Health Center,7.642533,34.255017,452.000000,-23920.5556809,847669.854711,0.000000,,
Gambella,Agnuwak,Gog,Pinyudo refugee HC,Health Center,7.641967,34.255883,456.000000,-23825.3429709,847605.942115,0.000000,,
Harari,Harar,Dire Teyara,Aratgna HC,Health Center,9.303883,42.103183,1998.000000,840952.911354,1029942.77177,0.000000,,
Harari,Harar,Erer,Erer HC,Health Center,9.340400,42.206467,1412.000000,852275.295216,1034087.28429,0.000000,,
Harari,Harar,jinela,Federal harar police hospital,Hospital,9.304317,42.123533,1864.000000,843190.491316,1030010.42913,0.000000,,
Harari,Harar,Jinela,Hassene HC,Health Center,9.353783,42.104633,2062.000000,841063.799994,1035468.80864,0.000000,,
Harari,Harar,Amirnur,Hiwot fana hospital,Hospital,9.303117,42.124267,1867.000000,843272.313164,1029878.28150,0.000000,,
Harari,Harar,Abukar,Jegol hospital,Hospital,9.306633,42.136417,1850.000000,844605.090440,1030279.45102,0.000000,,
Harari,Harar,Jinela,Jinela HC,Health Center,9.303867,42.126133,1844.000000,843476.870406,1029963.13069,0.000000,,
Harari,Harar,Hakim,South east army hospital,Hospital,9.323167,42.121500,1940.000000,842948.452804,1032095.45020,0.000000,,
Harari,Harar,,Yimas small general hospital,Hospital,9.303600,42.121983,1877.000000,843020.727604,1029929.57916,0.000000,,
Oromiya,Jimma,Omo- Nada,Abendabo HC,Health Center,7.757433,37.226383,1838.000000,304404.792671,857890.617355,0.000000,,
Oromiya,Arsi,Merti,Abomsa HC,Health Center,8.487667,39.826550,1571.000000,590976.658664,938307.663617,0.000000,,
Oromiya,West Arsi,Adaba,Adaba HC,Health Center,7.006000,39.392783,2397.000000,543383.100203,774430.283110,0.000000,,
Oromiya,Adama City Special Zone,Adama Town,Adama HC,Health Center,8.541317,39.272667,1626.000000,530006.786725,944152.650602,0.000000,,
Oromiya,Arsi,Jeju,Addis hiwot HC,Health Center,8.520300,39.587017,1258.000000,564605.181298,941867.594575,0.000000,,
Oromiya,Arsi,Amigna,Adele HC,Health Center,7.789917,39.891783,2461.000000,598327.301387,861176.654330,0.000000,,
Oromiya,Adama City Special Zone,Adama Town,Adma hospital,Hospital,8.542583,39.272283,1625.000000,529964.501991,944292.658075,0.000000,,
Oromiya,Guji,Adola,Adola woyu HC,Health Center,5.873967,38.987450,1700.000000,498610.782940,649272.616053,0.000000,,
Oromiya,East Shewa,Liben Ziguala,Adulala HC,Health Center,8.537333,38.903500,1732.000000,489380.162293,943702.998152,0.000000,,
Oromiya,Jimma,Agaro,Agaro HC,Health Center,7.855000,36.585633,1665.000000,233769.225582,869034.878165,0.000000,,
Oromiya,West wollega,Aira Guliso,Aira guliso HC,Health Center,9.156433,35.471083,1638.000000,112056.284443,1014050.01277,0.000000,,
Oromiya,West wollega,Aira,Aira hospital,Hospital,9.103050,35.392550,1605.000000,103352.943917,1008222.63520,0.000000,,
Oromiya,West Arsi,Shala,Aje HC,Health Center,7.290100,38.358283,1849.000000,429164.967808,805868.952169,0.000000,,
Oromiya,Jimma,Tiro- Afeta,Ako HC,Health Center,8.024683,37.202267,1975.000000,301871.727055,887460.654504,0.000000,,
Oromiya,ILLu-Ababor,Alge Sachi,Algie HC,Health Center,8.613333,35.735683,1814.000000,140646.081645,953638.186561,0.000000,,
Oromiya,North shoa,Degem,Ambesso HC,Health Center,9.807667,38.638517,3038.000000,460359.725760,1084168.86326,0.000000,,
Oromiya,West Shoa,Ambo,Ambo HC,Health Center,8.975717,37.837400,2083.000000,372197.088398,992369.798130,0.000000,,
Oromiya,West Shoa,Ambo,Ambo hospital,Hospital,8.976500,37.843117,2095.000000,372825.868096,992454.433000,0.000000,,
Oromiya,Bale,Harena Buluk,Angetu HC,Health Center,6.405067,39.589000,1463.000000,565135.689884,708019.205096,0.000000,,
Oromiya,Borena,Arero,Arero HC,Health Center,4.739250,38.807733,1665.000000,478678.154078,523844.457015,0.000000,,
Oromiya,Arsi,Robe,Ari robe HC,Health Center,7.869783,39.622583,2457.000000,568631.080179,869953.298897,0.000000,,
Oromiya,East Wollega,Jima Arjo,Arjo HC,Health Center,8.751800,36.491667,2509.000000,224029.079361,968331.638086,0.000000,,
Oromiya,West Arsi,Arsi negele,Arsi negelle HC,Health Center,7.343133,38.675717,1968.000000,464209.188754,811694.291743,0.000000,,
Oromiya,West Hararge,Mieso,Asebot HC,Health Center,9.170050,40.658950,1487.000000,682280.196168,1014073.15246,0.000000,,
Oromiya,Arsi,Aseko,Aseko HC,Health Center,8.502733,40.021950,2134.000000,612481.531060,940024.819354,0.000000,,
Oromiya,Arsi,Assela Twon,Assela HC,Health Center,7.855500,39.121767,2376.000000,513423.280008,868325.157549,0.000000,,
Oromiya,Arsi,Assela Town,Assela hospital,Hospital,7.973000,39.126567,2342.000000,513948.470918,881315.098294,0.000000,,
Oromiya,Jimma,Limu Seka,Atnago HC,Health Center,8.303217,36.941750,1844.000000,273306.225514,918407.375404,0.000000,,
Oromiya,East Hararge,Babile,Babile HC,Health Center,9.221750,42.336700,1665.000000,866721.939771,1021081.09499,0.000000,,
Oromiya,West Shoa,Bako,Bako HC,Health Center,9.119467,37.080000,1634.000000,288997.076101,1008620.61512,0.000000,,
Oromiya,Bale,Dawe  Serer,Bared HC,Health Center,6.107783,41.673250,649.000000,795894.087378,675854.046639,0.000000,,
Oromiya,East Shewa,Ziway Town,Batu HC,Health Center,7.936283,38.732333,1633.000000,470498.685272,877263.400515,0.000000,,
Oromiya,ILLu-Ababor,Bedele,Bedele HC,Health Center,8.452433,36.354533,2021.000000,208702.447161,935304.623575,0.000000,,
Oromiya,East Hararge,Bedeno,Bedeno HC,Health Center,9.108817,41.640733,2243.000000,790264.557192,1007942.18925,0.000000,,
Oromiya,West Hararge,Bedena,Bedessa HC,Health Center,8.904117,40.768717,1710.000000,694487.231706,984716.360009,0.000000,,
Oromiya,West wollega,Begi,Begi HC,Health Center,9.339417,34.523317,1735.000000,7939.43787433,1035501.81401,0.000000,,
Oromiya,Arsi,Bekoji,Bekoji HC,Health Center,7.536467,39.254767,2827.000000,528105.968073,833062.282598,0.000000,,
Oromiya,West wollega,Bojo Dermaji,Bila HC,Health Center,9.383167,35.592967,1966.000000,125711.449098,1039030.38376,0.000000,,
Oromiya,East Wollega,Bilo Boshue,Bilo HC,Health Center,8.893300,36.992767,1665.000000,279269.426928,983653.666801,0.000000,,
Oromiya,East Shewa,Bishoftu Town,Bishoftu HC,Health Center,8.742067,38.952300,1925.000000,494753.441212,966336.316171,0.000000,,
Oromiya,East Shewa,Bishoftu Town,Bishoftu hospital,Hospital,8.752500,38.976100,1923.000000,497371.294458,967489.532347,0.000000,,
Oromiya,East Hararge,Babile,Bisidimo hospital,Hospital,9.206167,42.218717,1377.000000,853757.172079,1019236.49271,0.000000,,
Oromiya,East  Shewa,Bora,Bofe HC,Health Center,8.289683,38.940550,1665.000000,493453.364960,916323.508356,0.000000,,
Oromiya,West Hararge,Boke,Boke HC,Health Center,8.725733,40.640067,1907.000000,680423.656454,964922.065642,0.000000,,
Oromiya,Guji,Bore,Bore HC,Health Center,6.357550,38.608400,2728.000000,456690.593611,702745.573312,0.000000,,
Oromiya,East  Shewa,Adometulu Judo Kombolcha,Bulbula HC,Health Center,7.721250,38.638667,1607.000000,460154.525332,853498.693159,0.000000,,
Oromiya,Borena,Bule Hora,Bule hora HC,Health Center,5.641350,38.235467,1875.000000,415333.397320,623614.401416,0.000000,,
Oromiya,Borena,Bule Hora,Bule hora hosptal,Hospital,5.620583,38.238733,1951.000000,415692.185222,621318.165231,0.000000,,
Oromiya,ILLu-Ababor,Bure,Bure HC,Health Center,8.276217,35.091567,1694.000000,69266.2170071,916951.444187,0.000000,,
Oromiya,East Hararge,Goloo Oda,Burka HC,Health Center,8.819083,41.557983,1484.000000,781386.141736,975814.125616,0.000000,,
Oromiya,South West Shewa,Dawo,Bussa HC,Health Center,8.773233,38.138717,2187.000000,405271.272067,969890.241508,0.000000,,
Oromiya,Arsi,Gololcha,Chancho HC,Health Center,8.254217,40.124383,1349.000000,623835.833505,912576.533053,0.000000,,
Oromiya,North shoa,Sululta,Chancho HC,Health Center,9.303783,38.757167,2641.000000,473331.784117,1028447.03169,0.000000,,
Oromiya,East Shewa,Gimbicha,Chefe donsa HC,Health Center,8.972833,39.109150,2415.000000,511998.012377,991850.490971,0.000000,,
Oromiya,ILLu-Ababor,Chewaka,Chewaka HC,Health Center,8.907850,36.152700,1278.000000,186839.543378,985869.987592,0.000000,,
Oromiya,East Hararge,Chinaksen,Chinaksen HC,Health Center,9.511500,42.618650,1995.000000,897417.320922,1053478.87099,0.000000,,
Oromiya,West Hararge,Chiro,Chiro hospital,Hospital,9.068717,40.858833,1813.000000,704307.371872,1002971.82426,0.000000,,
Oromiya,South West Shewa,Wonchi,Chitu HC,Health Center,8.603450,37.919150,2113.000000,381066.134216,951179.010316,0.000000,,
Oromiya,Arsi,Cholea,Cholea HC,Health Center,8.142583,39.908500,2781.000000,600084.921648,900173.108415,0.000000,,
Oromiya,ILLu-Ababor,Chora,Chora HC,Health Center,8.356350,36.120933,2044.000000,182882.091342,924851.876922,0.000000,,
Oromiya,Kellem Wollega,Dambi Dolo Town,Dambi dolo HC,Health Center,8.524783,34.806667,1840.000000,38111.2270216,944823.114798,0.000000,,
Oromiya,Kellem Wollega,Dalo  Town   (Sayo),Dambi dolo hospital,Hospital,8.519767,34.804783,1817.000000,37897.3790354,944269.325230,0.000000,,
Oromiya,ILLu-Ababor,Didessa,Dambi HC,Health Center,8.071483,36.457167,1938.000000,219741.877769,893074.095276,0.000000,,
Oromiya,ILLu-Ababor,Darimu,Darimu HC,Health Center,8.585233,35.493317,1676.000000,113905.548697,950762.656789,0.000000,,
Oromiya,North shoa,Debrelibanos,Debretsige HC,Health Center,9.626117,38.835150,2639.000000,481912.886201,1064079.44192,0.000000,,
Oromiya,East Hararge,Deder,Deder hospital,Hospital,9.324283,41.441117,2365.000000,768147.037680,1031630.29063,0.000000,,
Oromiya,ILLu-Ababor,Dega,Dega HC,Health Center,8.596833,36.109367,2283.000000,181805.158031,951480.265283,0.000000,,
Oromiya,Arsi,,Dello sabro HC,Health Center,7.255967,40.459067,2189.000000,661082.967221,802304.340619,0.000000,,
Oromiya,Bale,Delomana,Delomana HC,Health Center,6.421400,39.853683,1216.000000,594404.993138,709866.066764,0.000000,,
Oromiya,Arsi,Dodota,Dera HC,Health Center,8.325133,39.331667,1674.000000,536520.051702,920257.434975,0.000000,,
Oromiya,Arsi,Diksis,Diksis HC,Health Center,8.056600,39.553783,2736.000000,561018.945695,890596.406756,0.000000,,
Oromiya,South West Shewa,Woliso,Dilala HC,Health Center,8.637967,38.043117,2437.000000,394717.950843,954959.216879,0.000000,,
Oromiya,East Shewa,Adea,Dire HC,Health Center,8.689250,38.890583,1950.000000,487963.483331,960498.545648,0.000000,,
Oromiya,West Hararge,Doba,Doba HC,Health Center,9.285767,41.091017,1944.000000,729697.431816,1027122.53688,0.000000,,
Oromiya,West Arsi,Dodla Town,Dodola HC,Health Center,6.974333,39.186683,2417.000000,520620.526192,770915.585379,0.000000,,
Oromiya,East Shewa,Dukam Town,Dukem HC,Health Center,8.790967,38.891683,1951.000000,488087.720735,971743.885298,0.000000,,
Oromiya,West Shoa,Ejere,Ejere HC,Health Center,9.207433,38.386767,2370.000000,432634.687080,1017843.24378,0.000000,,
Oromiya,North shoa,Edebu Abote,Ejere HC,Health Center,9.902033,38.519483,2382.000000,447321.249107,1094618.97045,0.000000,,
Oromiya,Arsi,Enkelo Wabe,Enkelo wabe HC,Health Center,7.412500,39.390050,2971.000000,543042.805424,819368.618696,0.000000,,
Oromiya,East Hararge,Fedis,Fechatu HC,Health Center,9.008517,42.124200,1705.000000,843548.264149,997261.453366,0.000000,,
Oromiya,North shoa,Grargarso,Fiche HC,Health Center,9.786250,38.745000,2811.000000,472034.986761,1081790.26641,0.000000,,
Oromiya,North shoa,Grargarso,Fiche hospital,Hospital,9.774800,38.725317,2842.000000,469875.334061,1080526.01275,0.000000,,
Oromiya,Horo guduru Wollega,Abay Chomen,Fincha HC,Health Center,9.571933,37.359367,2348.000000,319940.210342,1058513.29701,0.000000,,
Oromiya,North shoa,Yaya Ture,Fital HC,Health Center,9.621817,38.639350,2603.000000,460429.284476,1063620.49456,0.000000,,
Oromiya,Jimma,Setema,Gaitera HC,Health Center,7.976000,36.207417,2338.000000,192123.601467,882686.327202,0.000000,,
Oromiya,East Wollega,Limu,Galila HC,Health Center,9.840083,36.469400,2178.000000,222437.519702,1088779.67489,0.000000,,
Oromiya,East Wollega,Sasiga,Galo HC,Health Center,9.170317,36.469500,1757.000000,221907.565939,1014661.17550,0.000000,,
Oromiya,West Arsi,Kore,Gambo rural hospital,Hospital,7.303433,38.809000,2216.000000,478917.737084,807297.054569,0.000000,,
Oromiya,Bale,Ginir,Gasara HC,Health Center,7.370600,40.192367,2401.000000,631600.730972,814893.427125,0.000000,,
Oromiya,ILLu-Ababor,Gechi,Gechi HC,Health Center,8.323500,36.423700,2065.000000,216229.887243,920985.587711,0.000000,,
Oromiya,West Hararge,Habro,Gelemso hospital,Hospital,8.808450,40.518950,1766.000000,667059.526793,974014.211126,0.000000,,
Oromiya,Jimma,Gera,Gera HC,Health Center,7.740150,36.255533,2027.000000,197261.251791,856548.286052,0.000000,,
Oromiya,North shoa,Kuyyu,Geraguracha HC,Health Center,9.810667,38.419900,2566.000000,436386.156600,1084534.12297,0.000000,,
Oromiya,East Wollega,Kiramu,Gida ayena HC,Health Center,9.874700,36.619983,2081.000000,238990.423326,1092489.01209,0.000000,,
Oromiya,Kellem Wollega,Gidami,Gidami HC,Health Center,8.974800,34.606183,1882.000000,16570.7212296,994962.050505,0.000000,,
Oromiya,West wollega,Gimbi Town,Gimbi adventist hospital,Hospital,9.176017,35.826033,1951.000000,151136.409421,1015854.27936,0.000000,,
Oromiya,West wollega,Gimbi Town,Gimbi HC,Health Center,9.171917,35.845833,1954.000000,153310.828899,1015381.12963,0.000000,,
Oromiya,West Shoa,Dendi,Ginchi HC,Health Center,9.024733,38.137467,2219.000000,405198.543090,997698.565453,0.000000,,
Oromiya,West Shoa,Gindeberet,Gindeberet hospital,Hospital,9.612500,37.842483,2533.000000,372985.744597,1062783.88030,0.000000,,
Oromiya,South West Shewa,Amaya,Gindo HC,Health Center,8.589217,37.753583,1993.000000,362839.918366,949660.454546,0.000000,,
